county,year,pop_m_0,pop_m_1,pop_m_5,pop_m_10,pop_m_15,pop_m_20,pop_m_25,pop_m_30,pop_m_35,pop_m_40,pop_m_45,pop_m_50,pop_m_55,pop_m_60,pop_m_65,pop_m_70,pop_m_75,pop_m_80,pop_m_85,pop_m_90,pop_f_0,pop_f_1,pop_f_5,pop_f_10,pop_f_15,pop_f_20,pop_f_25,pop_f_30,pop_f_35,pop_f_40,pop_f_45,pop_f_50,pop_f_55,pop_f_60,pop_f_65,pop_f_70,pop_f_75,pop_f_80,pop_f_85,pop_f_90,male_total,female_total,total_population,children_under_5,working_age,elderly_65plus,sex_ratio,dependency_ratio,child_dependency_ratio,elderly_dependency_ratio,pct_children,pct_elderly,county_area_km2
Kirinyaga,2023,9010.7283,34678.6374,40860.7466,43657.2511,45616.2904,37271.3781,31447.1080,36518.4095,41373.2130,34783.5536,29463.0385,26564.6803,20650.9161,12334.6740,8396.9499,5086.1876,2907.7124,1473.8962,783.2753,468.8877,8961.0227,34516.4364,40648.3709,43837.8697,45246.2504,35511.7203,31118.3334,35994.1609,41827.1577,34676.7799,29731.7336,27318.2241,21186.6733,12778.9408,9837.4296,6789.5974,4160.0293,3241.3805,2344.9193,1478.6889,463347.5341,471205.7190,934553.2532,87166.8248,631413.2360,46968.9540,98.3300,21.2400,13.8100,7.4400,9.3300,5.0300,1556.0479
Kirinyaga,2024,9079.8854,34820.6619,40777.8494,43432.6760,46786.2336,38428.0928,32208.6722,36729.2881,42390.0814,35903.9835,30392.6853,27362.5273,21387.8089,12923.1902,8871.3924,5158.5841,3115.9915,1514.0269,755.6363,440.7439,9030.3024,34645.8627,40567.9441,43568.8360,46231.1487,36415.8352,31919.0450,36559.6269,43216.8402,35840.6257,30640.2188,28105.2888,21901.6532,13338.4470,10376.1375,7059.8098,4274.7723,3234.7588,2322.5705,1432.0489,472480.0111,480681.7725,953161.7836,87576.7124,648681.2927,48556.4730,98.2900,20.9900,13.5000,7.4900,9.1900,5.0900,1556.0479
Kirinyaga,2025,9182.3173,35094.5184,40702.8064,43078.6020,47834.8464,39582.3253,33102.4399,36956.5480,43291.8971,37051.3332,31390.3436,28139.2545,22104.4724,13496.5701,9335.3453,5221.5898,3329.0128,1567.3933,728.2620,407.6228,9134.1501,34914.6998,40496.3677,43178.2739,47103.1637,37284.8771,32794.5197,37153.4824,44588.1596,37111.0112,31630.6998,28878.2620,22600.5714,13881.6514,10897.8522,7325.0501,4412.5000,3230.9007,2287.2371,1371.2861,481597.5007,490274.7159,971872.2166,88325.6857,665976.4288,50114.0522,98.2300,20.7900,13.2600,7.5200,9.0900,5.1600,1556.0479
Kisii,2021,15317.0118,60011.1460,86074.7347,94814.0506,75690.0334,48133.5956,40488.6130,40263.2106,33316.3531,27560.4947,22166.5949,16923.7954,18315.5544,12936.1214,7594.8557,4985.1894,2644.8946,1413.5248,768.7247,490.2631,15194.9577,59576.8412,85773.5614,95508.8021,78792.9119,56220.2257,50811.0783,50874.5883,33541.0096,28145.0623,28256.8467,17326.4163,21068.6120,15710.6633,9693.9279,5889.4725,3639.2800,2542.7922,1533.1010,1026.2494,609908.7619,661126.3999,1271035.1618,150099.9566,716541.7811,42222.2753,92.2500,26.8400,20.9500,5.8900,11.8100,3.3200,1313.7932
Kisii,2022,15485.5703,59959.5732,85576.6329,95895.7465,77730.9408,49710.2658,41081.5798,40784.7168,34349.6588,28581.8959,22899.2051,17561.3647,19185.2390,13609.7209,8031.9015,5012.0303,2764.3771,1422.4768,778.1794,500.5385,15371.4680,59552.6865,85281.2519,96494.5744,80785.9955,57959.6240,51798.1759,51886.5400,34670.1040,29116.9991,29080.3332,17948.1849,22045.1836,16569.7422,10305.0933,6059.0645,3700.1624,2565.6342,1586.1638,1064.4507,620921.6140,673841.4322,1294763.0463,150369.2981,737355.4699,43790.0725,92.1500,26.3300,20.3900,5.9400,11.6100,3.3800,1313.7932
Kisii,2023,15671.0930,60311.6807,85453.4269,96424.9747,80102.2295,51537.7538,42001.5533,41218.1075,35422.1931,29645.6637,23671.7810,18178.9346,19987.4355,14335.8236,8528.6222,5093.7015,2962.0603,1448.0650,750.1256,468.2149,15546.8104,59883.8455,85168.1231,96877.4732,82899.6369,59789.6150,53160.0493,52985.4487,36010.6259,30218.1020,30034.6404,18558.9072,22922.2362,17393.9909,10931.1754,6300.8609,3778.7916,2564.9085,1577.1397,1024.9187,633213.4405,687627.2995,1320840.7400,151413.4297,760074.7282,45428.5841,92.0900,25.9000,19.9200,5.9800,11.4600,3.4400,1313.7932
Kisii,2024,15852.4821,60793.0485,85612.8020,96304.5272,82476.5940,53338.3983,43180.1022,41614.3662,36432.0854,30718.5165,24513.4117,18798.0072,20781.6849,15079.1356,9046.1141,5186.6091,3186.8254,1493.4198,726.5489,441.8776,15727.8415,60341.7910,85332.0299,96659.9292,85032.8261,61544.3803,54733.7820,54025.3215,37350.3377,31353.7151,31073.8136,19168.7753,23789.7166,18227.9610,11575.9163,6577.7785,3898.4114,2569.8446,1568.3815,996.5987,645576.5565,701549.1517,1347125.7082,152715.1630,783232.9310,47268.3258,92.0200,25.5300,19.5000,6.0400,11.3400,3.5100,1313.7932
Kisii,2025,16093.3124,61508.1169,85788.5970,95893.2330,84653.1659,55147.9970,44544.4370,42031.3178,37349.5412,31822.0113,25416.0342,19406.8597,21561.9182,15810.2262,9556.7418,5270.6482,3418.1739,1552.2111,703.0235,410.3093,15970.4144,61045.8780,85514.4403,96168.2784,86972.5493,63251.7085,56447.0831,55114.3200,38683.5874,32591.0022,32203.9604,19773.2917,24645.9525,19045.7803,12206.5117,6852.1057,4039.9444,2576.9685,1550.7109,958.1595,657937.8756,715612.6470,1373550.5226,154617.7217,806472.7437,49095.5085,91.9400,25.2600,19.1700,6.0900,11.2600,3.5700,1313.7932
Kisumu,2021,16216.8157,63536.5238,80361.5970,85732.2803,72452.3662,57690.3442,49215.0696,46734.7144,39767.3606,29885.8500,20392.1651,15750.3450,12543.0943,9480.8136,6340.7182,4401.2086,2232.5080,1092.9034,554.6500,334.1882,16257.0286,63741.0410,80359.5821,87994.5337,78055.3016,65668.5548,55245.0873,48324.6086,34650.9768,26757.0071,19381.2498,18294.3861,15820.2593,12498.5466,8414.8230,5327.2347,3619.5544,2234.4057,1074.1826,618.5517,614715.5163,644336.9155,1259052.4318,159751.4092,728608.1010,36244.9285,95.4000,26.9000,21.9300,4.9700,12.6900,2.8800,2664.5122
Kisumu,2022,16398.6620,63495.0313,79911.9647,86727.7085,74421.0064,59594.0336,49947.6195,47350.1388,41009.5611,30999.9932,21070.1848,16346.8932,13141.4270,9976.6900,6707.1660,4425.9927,2333.8854,1100.0600,561.5946,341.2667,16449.2781,63728.3774,79913.5086,88919.8490,80045.5911,67715.4477,56330.9434,49295.6665,35824.5278,27686.7279,19949.7232,18955.0503,16557.2938,13185.0071,8947.3495,5481.9346,3680.9826,2255.0079,1111.6130,641.7021,625860.8794,656675.5814,1282536.4607,160071.3487,749403.5262,37588.5551,95.3100,26.3800,21.3600,5.0200,12.4800,2.9300,2664.5122
Kisumu,2023,16594.3982,63865.1079,79793.3675,87203.8000,76689.3143,61783.7485,51064.1603,47850.1557,42287.7761,32152.2608,21779.6709,16920.8913,13690.6192,10509.0624,7122.2568,4498.4083,2500.8979,1119.8881,541.3726,319.2427,16636.2034,64080.0144,79803.5207,89268.9014,82136.2940,69850.2672,57808.8183,50336.0554,37207.1345,28732.6322,20603.2099,19600.1405,17216.3288,13841.3475,9491.2960,5701.0215,3759.4386,2254.5100,1105.3445,617.8746,638286.3997,670050.3534,1308336.7531,161175.7239,772059.8879,39031.5518,95.2600,25.9300,20.8800,5.0600,12.3200,2.9800,2664.5122
Kisumu,2024,16784.8529,64368.6202,79934.7518,87088.3108,78956.8120,63937.7866,52491.8294,48304.0655,43488.5671,33312.4522,22551.3754,17495.3412,14233.6884,11053.6139,7554.4624,4580.6117,2690.7086,1154.9696,524.3639,301.2892,16828.3117,64563.8799,79949.1612,89060.4074,84241.9754,71892.8004,59513.2539,51317.2083,38586.5398,29809.7264,21313.7842,20243.4931,17867.5024,14504.9468,10051.1547,5951.7244,3878.5727,2258.9217,1099.2266,600.7835,650808.4727,683533.3746,1334341.8473,162545.6647,795116.7624,40646.7890,95.2100,25.5600,20.4400,5.1100,12.1800,3.0500,2664.5122
Kisumu,2025,17036.9560,65114.6917,80086.4192,86704.8960,81029.9619,66096.9397,54139.8751,48777.2465,44574.8240,34502.8283,23377.1879,18058.8955,14766.2183,11588.6409,7980.6677,4654.8658,2886.0262,1200.4230,507.3836,279.7627,17084.9750,65306.2142,80106.9820,88594.0266,86149.8622,73872.8259,61363.1504,52340.2068,39955.5673,30981.0849,22085.2258,20880.0979,18509.3999,15155.1565,10598.4429,6199.9426,4019.4371,2265.2182,1086.8422,577.5777,663364.7100,697132.2363,1360496.9463,164542.8370,818205.1957,42256.5898,95.1600,25.2700,20.1100,5.1600,12.0900,3.1100,2664.5122
Kitui,2021,13748.3670,53865.2891,74380.2375,86480.0089,78847.2732,45810.3972,32464.1445,31573.9183,28811.8839,24864.1740,22779.0552,18021.2054,14276.3330,10803.1347,7998.6250,5640.0187,3512.9751,2175.6797,1253.7536,818.8366,13457.9185,52766.2066,72667.7694,85684.6375,77937.4773,45788.6698,35819.7877,36492.6912,33973.5054,29275.4012,28063.4647,21627.5462,16694.7393,13049.1766,10418.3368,8217.1161,5026.9646,3614.8318,2526.7737,1949.5038,558125.3107,595052.5183,1153177.8290,133837.7812,646973.9789,53153.4154,93.7900,28.9000,20.6900,8.2200,11.6100,4.6100,30453.0416
Kitui,2022,13892.5458,53791.4416,73913.7975,87422.7073,80930.5785,47282.1836,32917.6222,31961.0895,29685.8575,25769.3462,23518.1431,18688.5770,14944.8624,11358.7083,8454.0818,5667.2386,3669.6882,2188.2815,1268.4602,835.4778,13607.2271,52717.6009,72216.0052,86526.3613,79868.5812,47178.0814,36494.0649,37196.8574,35096.3250,30267.9842,28864.1855,22389.8317,17457.3748,13754.5189,11068.3157,8448.7866,5108.1273,3645.1214,2612.5804,2020.6992,568160.6889,606538.6303,1174699.3191,134008.8154,665624.7736,54986.8588,93.6700,28.3900,20.1300,8.2600,11.4100,4.6800,30453.0416
Kitui,2023,14053.5903,54086.5717,73780.7329,87872.3448,83366.7084,48997.6764,33637.1484,32283.2219,30596.9071,26715.3095,24300.7489,19336.4872,15562.0055,11958.9343,8972.9716,5757.1505,3930.4749,2226.7108,1222.1883,781.1348,13757.1322,52990.2888,72094.6523,86838.2298,81928.0505,48646.1291,37436.4355,37967.3441,36436.8068,31397.8012,29797.4981,23140.5057,18142.5920,14431.9351,11734.9527,8781.9430,5214.3308,3642.3613,2596.4105,1944.5867,579439.0181,618919.9864,1198359.0045,134887.5831,686080.2457,56805.2159,93.6200,27.9400,19.6600,8.2800,11.2600,4.7400,30453.0416
Kitui,2024,14210.6770,54496.8533,73891.0816,87729.1467,85803.5115,50685.6458,34562.5250,32575.5763,31452.5855,27668.2244,25153.2874,19985.1382,16172.1120,12572.7552,9513.1425,5859.6156,4226.9147,2295.4616,1183.2342,736.8173,13911.8316,53374.4440,72207.2289,86611.2352,84004.7926,50051.1785,38526.6118,38694.3783,37774.9115,32562.0004,30813.7245,23889.0841,18819.2608,15116.5605,12420.7850,9163.6015,5376.9045,3647.5898,2580.6551,1889.7874,590774.3059,631436.5661,1222210.8720,135993.8059,706883.8644,58894.5093,93.5600,27.5700,19.2400,8.3300,11.1300,4.8200,30453.0416
Kitui,2025,14422.0855,55120.7411,74021.6981,87328.5916,88040.2178,52384.9484,35638.4676,32886.5110,32230.2792,28650.1491,26069.8098,20623.9928,16772.0059,13176.8264,10046.4298,5952.4630,4532.1916,2384.9868,1144.4889,683.8838,14121.9869,53980.3820,72341.3938,86146.2096,85896.3101,51420.5122,39717.0934,39459.0424,39108.5407,33833.3698,31921.7224,24632.2393,19487.8796,15788.3905,13091.7857,9542.0710,5569.9840,3656.2075,2550.4669,1816.0179,602110.7682,644081.6056,1246192.3738,137645.1955,727738.3083,60970.9770,93.4800,27.2900,18.9100,8.3800,11.0500,4.8900,30453.0416
Kwale,2021,15693.9366,61486.9064,75124.6925,68835.7048,55907.8153,38445.9435,32522.3178,28520.3490,23778.6194,20939.6213,17184.1142,13434.4256,9906.2409,7781.1550,5442.9418,3386.2020,1926.2085,950.0918,412.7913,206.3895,15410.9582,60422.7802,73175.4133,68609.6019,56181.7304,43148.7512,37707.1418,32271.2800,25207.9021,22830.5596,16656.2496,11472.9074,9578.9669,9949.2040,6175.0315,4066.6354,2187.3435,1336.1034,814.5580,549.8797,481886.4671,497752.9981,979639.4652,153014.5813,513425.2949,27454.1764,96.8100,35.1500,29.8000,5.3500,15.6200,2.8000,8382.4348
Kwale,2022,15893.9722,61540.2419,74818.4444,69739.6864,57509.7740,39764.5233,33045.6433,28929.8123,24550.0200,21746.6443,17776.7043,13960.2540,10391.7969,8198.8016,5765.0830,3409.8488,2016.5277,957.7269,418.5716,211.0633,15616.9643,60503.1854,72880.7011,69434.7275,57696.8717,44551.7458,38497.6904,32963.1797,26095.1433,23655.2131,17166.9865,11901.8591,10038.2783,10510.0177,6574.8423,4190.5836,2227.7118,1350.4276,844.2044,571.3203,490645.1401,507271.6539,997916.7940,153554.3637,528950.9597,28537.9111,96.7200,34.4300,29.0300,5.4000,15.3900,2.8600,8382.4348
Kwale,2023,16105.4336,61982.7807,74807.7914,70214.7835,59336.8794,41271.1215,33819.9712,29265.6272,25341.0742,22578.8214,18394.2144,14465.5143,10837.6178,8645.7931,6128.5451,3469.4514,2163.3311,976.1864,404.0029,197.6848,15815.9239,60919.9592,72878.6729,69798.8259,59278.4256,46009.9710,39553.1963,33698.1585,27132.9942,24577.1938,17748.9530,12319.5713,10449.2462,11045.8456,6982.4791,4363.0484,2277.9388,1351.8111,840.5205,550.8342,500406.6254,517593.5697,1018000.1951,154824.0975,545770.1902,29705.8338,96.6800,33.8100,28.3700,5.4400,15.2100,2.9200,8382.4348
Kwale,2024,16310.0560,62547.4260,75030.1622,70204.1170,61158.9691,42751.4801,34797.6623,29570.0401,26083.8597,23415.1442,19062.9343,14970.0787,11277.9144,9102.4669,6506.5403,3536.1837,2329.8235,1007.8353,391.7339,186.7681,16018.1188,61455.1222,73099.6927,69717.4597,60866.1053,47404.5819,40761.0351,34390.4671,28167.0780,25524.4339,18378.7822,12735.1676,10854.7253,11586.9238,7401.5691,4559.3974,2352.5415,1355.9290,836.8040,536.2173,510241.1957,528002.1518,1038243.3475,156330.7231,562859.8499,31001.3431,96.6400,33.2800,27.7700,5.5100,15.0600,2.9900,8382.4348
Kwale,2025,16572.7177,63340.1304,75250.8049,69965.8957,62824.3972,44232.5894,35919.3893,29883.4977,26756.0754,24271.1397,19776.0004,15464.0250,11708.8823,9550.6077,6878.8452,3596.2246,2500.9125,1048.3918,379.3844,173.5754,16279.9346,62228.7722,73320.8348,69422.8832,62304.9658,48755.0679,42066.2201,35107.7984,29191.9473,26550.5799,19059.4263,13145.1576,11253.4422,12116.2082,7810.7206,4753.3082,2439.9652,1360.9178,828.1417,516.0081,520093.4869,538512.3000,1058605.7869,158421.5549,579937.4177,32286.3957,96.5800,32.8800,27.3200,5.5700,14.9700,3.0500,8382.4348
Laikipia,2021,7768.8798,30438.0119,35847.5740,35619.3635,32149.8257,23883.8002,20088.1482,19883.5600,18470.7155,15193.0014,12716.2382,11068.4096,8310.3407,5137.2228,3465.6268,2726.5226,1556.0049,761.7950,356.9358,196.0086,7532.1551,29532.2953,34996.1103,34489.1646,30934.5889,23904.2581,20077.4900,19553.1576,17609.6796,14687.9425,12744.3290,11500.5780,8646.8029,5703.3462,4062.7173,2874.9712,2105.7666,1272.9858,580.0293,345.0149,285637.9850,283153.3832,568791.3681,75271.3421,332263.4349,20304.3788,100.8800,28.7700,22.6500,6.1100,13.2300,3.5700,9524.1946
Laikipia,2022,7852.0361,30402.8014,35628.2069,36011.9927,33001.0745,24654.4052,20371.5152,20128.2042,19029.1682,15744.7317,13126.3524,11476.1897,8697.9125,5400.9306,3662.4449,2739.2197,1625.2041,766.1627,361.1380,200.0350,7617.4330,29511.7315,34783.0673,34830.6676,31701.4836,24632.7509,20456.8096,19929.5511,18187.7592,15184.0303,13105.0883,11903.5135,9039.9726,6011.1479,4315.7853,2955.7372,2139.4145,1283.4870,599.7239,357.6884,290879.7257,288546.8426,579426.5683,75384.0021,341782.5910,21006.0407,100.8100,28.2000,22.0600,6.1500,13.0100,3.6300,9524.1946
Laikipia,2023,7941.8095,30564.8010,35556.1474,36187.9519,33983.6858,25543.1260,20812.2528,20324.6532,19604.3427,16315.4532,13555.7548,11867.6703,9052.2810,5683.7900,3885.2927,2781.2179,1739.8466,779.2899,347.8492,186.9913,7700.2057,29659.9696,34716.1243,34945.7865,32507.3018,25393.4737,20979.0571,20334.1518,18871.6993,15743.2066,13521.0916,12295.8344,9389.6380,6304.4254,4573.6562,3070.8661,2182.7606,1281.8917,595.7854,344.1493,296714.2073,294411.0750,591125.2823,75866.7858,352082.8894,21769.5969,100.7800,27.7300,21.5500,6.1800,12.8300,3.6800,9524.1946
Laikipia,2024,8028.1623,30787.3819,35596.1560,36114.4327,34960.9765,26413.5812,21377.3610,20499.5848,20140.9962,16887.7431,14021.8613,12257.6471,9401.0158,5972.0858,4116.5875,2828.8601,1869.9048,802.9059,336.6046,176.3270,7784.5110,29866.2324,34756.7389,34838.9632,33314.6825,26117.4889,21580.9810,20712.4157,19551.1421,16316.9878,13972.4365,12685.0426,9733.2947,6599.7257,4838.1321,3202.4160,2249.3590,1282.9444,591.8647,334.3387,302590.1758,300329.6980,602919.8739,76466.2877,362517.0504,22630.2449,100.7500,27.3400,21.0900,6.2400,12.6800,3.7500,9524.1946
Laikipia,2025,8143.3839,31123.7490,35638.1352,35927.2774,35848.2554,27283.6988,22030.6650,20681.7926,20622.9492,17473.4901,14519.9921,12638.5437,9741.4173,6254.1415,4343.7214,2871.2132,2003.2987,833.5818,325.3615,163.5713,7898.0776,30189.8929,34800.1495,34629.0512,34040.6149,26816.8528,22234.0317,21106.0354,20223.2514,16940.2702,14461.8073,13068.2602,10070.3470,6887.6803,5095.4827,3331.9989,2328.1546,1284.9268,584.5158,321.1070,308468.2393,306312.5081,614780.7474,77355.1034,372944.0970,23486.9337,100.7000,27.0400,20.7400,6.3000,12.5800,3.8200,9524.1946
Lamu,2021,2382.2486,9333.5114,11124.7557,10675.3642,9293.9073,8575.9008,7698.4751,6691.4870,5415.0998,4597.9462,3889.7556,3034.5173,2308.7722,1611.1554,1040.2432,722.9320,372.1227,166.7389,74.9757,42.2599,2253.7568,8836.5970,10770.6473,10282.6780,8758.4538,6880.6768,5748.1540,5285.3189,4486.9986,3827.1410,3214.2105,2521.1338,2111.5440,1562.6374,1008.1103,646.5411,354.1788,203.5455,114.8523,96.0572,89052.1691,78963.2333,168015.4023,22806.1138,97513.2856,4842.5577,112.7800,28.3500,23.3900,4.9700,13.5700,2.8800,6714.1790
Lamu,2022,2408.5488,9325.8145,11060.5439,10797.3338,9544.8899,8857.6402,7811.9413,6778.6097,5583.4890,4768.7418,4018.6294,3149.0974,2418.5618,1695.1368,1100.1653,726.8481,388.9371,167.7965,75.8989,43.1448,2280.0248,8833.3542,10708.9722,10388.9853,8980.3575,7094.1583,5860.3839,5390.7976,4638.3753,3959.5371,3308.0215,2611.7664,2209.4558,1648.0866,1071.6687,665.1533,360.1108,205.3831,118.8315,99.6308,90721.7691,80433.0546,171154.8237,22847.7424,100327.6773,5023.5689,112.7900,27.7800,22.7700,5.0100,13.3500,2.9400,6714.1790
Lamu,2023,2436.4917,9377.0676,11040.1593,10852.5333,9832.3866,9180.5645,7984.5784,6848.4230,5756.0227,4944.6629,4152.8561,3258.7842,2518.8273,1784.9300,1167.7850,738.4144,416.5803,170.7438,73.1322,40.3403,2305.1771,8879.1764,10690.4407,10426.0200,9211.9034,7315.8980,6012.6749,5503.0824,4816.1366,4107.8581,3415.3053,2699.7053,2296.4599,1729.3571,1136.3021,691.4040,367.6157,205.2472,118.1099,95.8874,92575.2836,82023.7618,174599.0454,22997.9128,103370.4169,5221.5623,112.8600,27.3000,22.2500,5.0500,13.1700,2.9900,6714.1790
Lamu,2024,2463.3268,9446.6678,11054.2579,10832.5976,10118.1986,9496.8682,8204.8525,6910.8187,5917.2345,5121.0785,4298.3380,3368.0628,2617.5478,1876.4567,1237.9738,751.4604,447.9262,175.9865,70.7902,38.0458,2330.7338,8942.1448,10704.7232,10396.5204,9443.7364,7526.9864,6187.7480,5608.1546,4992.7852,4259.9966,3531.5127,2786.9544,2382.0021,1811.1916,1202.5973,721.3506,379.0297,205.5254,117.3863,93.1787,94448.4893,83624.2582,178072.7475,23182.8732,106460.5243,5441.2510,112.9400,26.8900,21.7800,5.1100,13.0200,3.0600,6714.1790
Lamu,2025,2498.9589,9550.9374,11068.6211,10778.1871,10377.7230,9812.9383,8458.9272,6975.5119,6062.3400,5301.5807,4453.6477,3474.8370,2713.9651,1966.0440,1306.9348,763.0872,480.0822,182.7751,68.4452,35.2992,2364.9921,9040.0304,10719.5393,10335.8803,9652.2660,7730.8526,6377.4130,5717.2891,5167.5691,4425.0723,3657.3312,2872.8711,2465.9347,1891.0239,1267.1406,750.8557,392.4959,205.9448,115.9763,89.5114,96330.8430,85239.9900,181570.8330,23454.9188,109555.1380,5658.5483,113.0100,26.5700,21.4100,5.1700,12.9200,3.1200,6714.1790
Machakos,2021,18188.1991,71260.2860,86074.3427,89260.5262,82799.4285,78981.0955,71837.9016,68714.8045,62409.2753,49189.0052,40008.1400,30213.6982,23474.3175,17594.3218,10529.8965,6542.7190,3330.6960,2020.6089,1310.7702,850.9832,17749.8448,69594.1178,83504.2007,88923.9813,83425.8041,77404.7166,69089.1981,63533.8766,59131.0061,46876.7361,36772.6067,29824.2843,23744.0076,18356.5309,12936.4634,7869.8276,5730.9195,4508.7112,2666.1329,1606.0854,814591.0161,803249.0518,1617840.0679,176792.4478,1033380.7553,59903.8139,101.4100,22.9100,17.1100,5.8000,10.9300,3.7000,6032.9279
Machakos,2022,18353.9149,71065.7023,85406.5337,90093.0308,84856.7510,81420.6423,72766.0688,69482.0047,64228.0817,50916.2122,41251.2240,31290.3778,24537.9388,18470.1702,11111.0398,6562.9579,3473.0411,2028.6095,1323.7466,866.7580,17922.3814,69435.5252,82860.9923,89658.1668,85365.5476,79661.6317,70312.5325,64680.3030,61007.6029,48400.3592,37767.0817,30829.4067,24789.9556,19316.1465,13720.2948,8077.6003,5813.0332,4538.3816,2751.7958,1661.8298,829504.8063,818570.5687,1648075.3750,176777.5239,1061350.0391,61929.0883,101.3400,22.4900,16.6600,5.8300,10.7300,3.7600,6032.9279
Machakos,2023,18535.3805,71335.1608,85102.1153,90395.1075,87258.5180,84244.1561,74248.9878,70078.8793,66098.9885,52702.2495,42553.9020,32322.4373,25508.7669,19412.6932,11772.0154,6654.9419,3712.9203,2060.3757,1273.1062,808.9202,18089.3062,69677.1347,82575.2562,89820.7872,87414.4909,82013.3569,72019.0567,65915.0095,63236.3103,50125.0441,38922.4476,31809.3120,25719.0250,20230.9759,14520.7408,8380.8562,5922.9802,4526.6696,2729.7912,1596.3234,846079.6224,835244.8747,1681324.4971,177636.9822,1091834.6076,63959.6410,101.3000,22.1300,16.2700,5.8600,10.5700,3.8000,6032.9279
Machakos,2024,18708.2332,71744.6344,85067.6002,90076.5548,89642.3630,86998.5766,76168.3213,70597.8214,67834.3147,54488.4183,43968.2988,33347.9607,26461.9122,20372.0658,12457.4301,6760.5293,3985.2279,2119.8826,1230.1815,761.6047,18259.2355,70053.7930,82546.7422,89415.5284,89463.3750,84237.6244,73991.4555,67059.7682,65444.0744,51892.0656,40177.1539,32779.5277,26630.3658,21150.8187,15340.8702,8728.5823,6096.0211,4524.6135,2708.1233,1548.4109,862791.9315,852048.1496,1714840.0811,178765.8962,1122706.2819,66261.4774,101.2600,21.8200,15.9200,5.9000,10.4200,3.8600,6032.9279
Machakos,2025,18948.1515,72419.2184,85042.2010,89482.5642,91796.1464,89744.7144,78394.0533,71139.1725,69381.3360,56314.4801,45480.7109,34347.5967,27391.2445,21309.8925,13130.0989,6854.1027,4264.5198,2198.1896,1187.5815,705.5372,18497.5919,70705.8496,82528.8584,88753.3979,91293.4423,86374.4213,76131.2996,68251.0467,67623.0425,53814.1975,41540.4257,33734.5331,27524.2203,22047.3951,16138.5007,9071.3665,6302.5776,4526.5369,2671.2749,1485.0677,879531.5122,869015.0461,1748546.5583,180570.8114,1153633.3713,68535.3540,101.2100,21.5900,15.6500,5.9400,10.3300,3.9200,6032.9279
Makueni,2021,10586.7889,41478.4118,57778.1908,68020.9926,65256.5196,43988.0105,34256.8910,33315.2602,31160.1954,26003.5258,23640.3976,18451.3104,14465.6070,11715.9331,8139.4417,5416.5776,2910.9884,1779.0614,1130.4601,759.1397,10289.7630,40344.4081,55881.5519,67447.6341,62629.8345,38652.7931,32771.3589,33023.5519,31627.3910,26821.0333,26534.6992,19680.3674,16284.6646,13756.0611,10656.2611,6764.9062,4741.7865,3739.9160,2286.9794,1364.1199,500253.7036,505299.0812,1005552.7849,102699.3719,604035.4055,49689.6380,99.0000,25.2300,17.0000,8.2300,10.2100,4.9400,8175.3630
Makueni,2022,10684.1877,41368.7916,57339.9785,68672.6405,66895.4503,45348.6465,34697.5786,33686.9111,32069.6313,26919.5149,24378.1784,19112.1242,15125.0622,12303.4648,8592.1825,5435.8954,3036.9422,1787.0148,1142.2199,773.5840,10390.6435,40255.7988,55460.3890,68020.4607,64099.0216,39778.3417,33349.4793,33620.2376,32633.6949,27697.5610,27258.2255,20349.5645,17008.3359,14481.7049,11307.1580,6946.8607,4812.1193,3766.4054,2361.6571,1412.2170,509369.9995,515009.8765,1024379.8761,102699.4216,620812.7292,51374.2565,98.9000,24.8200,16.5400,8.2800,10.0300,5.0200,8175.3630
Makueni,2023,10794.3780,41543.1813,57161.5030,68935.9852,68821.7890,46940.2334,35417.9223,33989.5906,33017.4021,27876.1967,25159.3728,19751.6797,15731.2893,12938.0700,9108.3107,5515.3122,3248.6437,1816.0453,1099.1332,722.3607,10491.7991,40412.7441,55294.1195,68176.0051,65667.6475,40968.1166,34171.5186,34275.7829,33840.1224,28697.8136,28105.4160,21007.0106,17655.2861,15176.4593,11973.6541,7211.7978,4905.9451,3758.8169,2344.1263,1357.3902,519588.3992,525491.5720,1045079.9712,103242.1025,639208.7195,53061.5364,98.8800,24.4500,16.1500,8.3000,9.8800,5.0800,8175.3630
Makueni,2024,10901.0573,41804.7155,57170.5344,68732.5060,70742.1700,48501.0844,36352.8354,34259.8169,33902.8746,28837.4691,26010.4807,20390.0608,16328.6357,13585.5087,9644.4870,5606.3917,3489.1443,1869.6429,1062.6953,680.5029,10596.1503,40653.4285,55306.2328,67907.0008,67244.5351,42101.5706,35126.0387,34890.0053,35040.8110,29726.5398,29028.0145,21660.5157,18291.9926,15876.7169,12657.7707,7515.6465,5052.3523,3759.3643,2326.9381,1317.5138,529872.6137,536079.1382,1065951.7519,103955.3516,657897.6765,54982.4498,98.8400,24.1600,15.8000,8.3600,9.7500,5.1600,8175.3630
