county,year,pop_m_0,pop_m_1,pop_m_5,pop_m_10,pop_m_15,pop_m_20,pop_m_25,pop_m_30,pop_m_35,pop_m_40,pop_m_45,pop_m_50,pop_m_55,pop_m_60,pop_m_65,pop_m_70,pop_m_75,pop_m_80,pop_m_85,pop_m_90,pop_f_0,pop_f_1,pop_f_5,pop_f_10,pop_f_15,pop_f_20,pop_f_25,pop_f_30,pop_f_35,pop_f_40,pop_f_45,pop_f_50,pop_f_55,pop_f_60,pop_f_65,pop_f_70,pop_f_75,pop_f_80,pop_f_85,pop_f_90,male_total,female_total,total_population,children_under_5,working_age,elderly_65plus,sex_ratio,dependency_ratio,child_dependency_ratio,elderly_dependency_ratio,pct_children,pct_elderly,county_area_km2
Nandi,2022,12023.1194,46553.0878,61049.4644,65334.6182,60034.5823,44368.7893,33969.2171,33281.0166,28509.8039,23670.7824,19754.4715,14548.5162,11658.9387,8163.9019,5219.0552,3329.7218,2294.7147,1212.0562,554.3165,284.2664,11827.8013,45823.6870,60047.1368,64937.0935,60171.5668,44025.1732,36019.4197,34483.7342,25392.2115,22398.2626,19768.1387,15383.8256,12560.7244,8542.4434,6039.4517,3604.5837,2808.1419,1921.9234,936.5574,522.5346,475814.4403,477214.4115,953028.8518,116227.6954,556705.5200,28727.3235,99.7100,26.0400,20.8800,5.1600,12.2000,3.0100,2829.9055
Nandi,2023,12165.7067,46820.8705,60953.1241,65685.3820,61857.8908,45996.8560,34727.9151,33631.8419,29397.5130,24549.6188,20418.9595,15058.4836,12145.0034,8598.3218,5541.1098,3383.5956,2458.4675,1233.6560,534.2399,265.8613,11961.2255,46072.7428,59958.8759,65185.1619,61737.5991,45411.4350,36963.5705,35209.8415,26370.7624,23242.4104,20413.7482,15905.0995,13058.5056,8965.8235,6405.2074,3747.7439,2867.3186,1921.0412,931.0417,503.0108,485424.4175,486832.1655,972256.5830,117020.5455,573661.1998,29792.2938,99.7100,25.5900,20.4000,5.1900,12.0400,3.0600,2829.9055
Nandi,2024,12304.4689,47186.6911,61055.3021,65590.1914,63679.9712,47598.8026,35698.9124,33950.8675,30231.7690,25434.6609,21141.8817,15568.8431,12625.5146,9042.5011,5876.2889,3444.7511,2644.5141,1272.0181,517.3302,250.8475,12098.4192,46417.0687,60062.6498,65025.9050,63314.7055,46738.3749,38053.2516,35894.8527,27347.2481,24111.7349,21115.7917,16424.7113,13550.0217,9393.5903,6781.4175,3911.5339,2957.4215,1924.3007,925.6354,488.9697,495116.1276,496537.6042,991653.7318,118006.6480,590918.0068,30995.0287,99.7100,25.2200,19.9700,5.2500,11.9000,3.1300,2829.9055
Nandi,2025,12488.3387,47730.0238,61164.2549,65291.7573,65343.5944,49204.7702,36820.6129,34284.1219,30986.7572,26342.7702,21915.4544,16069.3155,13096.3316,9478.4583,6206.4157,3499.7294,2835.7284,1321.7006,500.4239,232.8524,12281.9383,46946.9164,60174.6104,64677.1724,64742.1653,48025.3687,39236.7072,36609.3686,28316.4737,25056.9519,21877.6053,16938.2538,14033.8597,9812.0879,7148.6165,4073.3856,3063.8661,1929.0463,914.9004,469.9342,504813.4115,506329.2287,1011142.6402,119447.2172,608191.0286,32196.5994,99.7000,24.9300,19.6400,5.2900,11.8100,3.1800,2829.9055
Narok,2021,23389.1078,91636.1931,117481.3104,103352.4279,76900.6328,57765.3270,46853.1908,42498.7844,33228.6925,26214.7461,21947.2161,15919.9499,10966.9987,7625.3139,4696.0315,3292.8435,1889.1706,983.6580,493.8848,288.1119,22998.0096,90170.3628,114875.4935,101871.4248,74297.6860,61434.3199,50519.8886,42190.4957,29779.3403,25355.9855,21371.9436,15793.8426,11863.0370,8435.6753,4761.8007,3485.9761,2169.1209,1416.8457,868.0443,595.9711,687423.5915,684255.2640,1371678.8555,228193.6733,680963.0666,24941.4590,100.4600,37.1700,33.5100,3.6600,16.6400,1.8200,18018.4628
Narok,2022,23719.0828,91838.8196,117158.5572,104846.9053,79211.7230,59839.4894,47683.7611,43178.3968,34361.6349,27267.4276,22740.2933,16569.2708,11521.6087,8046.2104,4981.0546,3320.5084,1980.3990,992.8268,501.4389,295.0180,23336.5972,90410.8839,114565.3154,103232.4630,76405.0735,63527.4036,51658.2150,43158.2859,30874.1227,26310.5002,22060.2957,16410.0940,12449.5693,8923.1965,5076.7361,3596.9719,2211.9886,1433.7822,900.7049,619.9513,700054.4264,697162.1508,1397216.5772,229305.3835,702196.5721,25911.3806,100.4100,36.3500,32.6600,3.6900,16.4100,1.8500,18018.4628
Narok,2023,24066.4124,92621.3792,117295.7818,105697.6277,81838.9086,62202.9843,48879.6188,43749.8612,35525.6214,28354.8539,23567.7989,17196.0592,12033.7144,8497.0845,5302.6113,3383.3081,2127.4172,1013.2467,484.5878,276.6670,23664.9433,91153.1475,114712.5050,103909.0181,78605.6588,65705.0501,53155.9000,44185.3460,32150.3579,27375.9911,22842.3846,17012.5351,12977.7300,9390.7409,5398.5596,3749.9664,2264.7678,1437.0060,897.8259,598.4200,714115.5441,711187.8540,1425303.3982,231505.8822,725248.1998,26934.3836,100.4100,35.6300,31.9200,3.7100,16.2400,1.8900,18018.4628
Narok,2024,24404.2731,93588.1334,117798.7079,105817.9659,84466.4777,64534.1011,50373.8312,44276.2597,36625.6038,29450.9378,24463.7746,17823.9993,12541.2557,8958.7907,5637.6962,3453.2593,2294.2408,1047.4352,470.4635,261.7178,23998.8427,92074.1534,115211.1430,103923.0992,80820.6642,67798.2584,54863.3154,45159.6688,33425.9247,28472.7891,23688.6751,17613.8639,13500.6637,9864.0694,5730.1666,3923.9358,2341.9939,1443.1622,894.9181,583.2323,728288.9247,725332.5399,1453621.4646,234065.4026,748722.9243,28082.2217,100.4100,35.0100,31.2600,3.7500,16.1000,1.9300,18018.4628
Narok,2025,24828.2453,94892.4872,118292.2637,105588.3081,86878.9656,66868.5845,52077.8780,44814.5647,37627.0977,30573.0367,25417.8362,18439.9305,13039.0700,9412.7629,5968.4074,3516.6323,2465.8972,1090.9221,456.1790,243.5268,24421.3632,93348.8579,115703.5557,103612.3475,82838.5645,69829.5019,56703.2490,46166.7683,34691.8851,29658.8823,24601.5556,18207.9290,14015.8361,10327.9915,6054.6178,4096.0091,2432.0832,1450.1837,886.6567,561.8835,742492.5959,739609.7216,1482102.3175,237490.9537,772191.8901,29222.9987,100.3900,34.5400,30.7600,3.7800,16.0200,1.9700,18018.4628
Nyamira,2021,6656.0576,26078.0398,38371.4070,44014.4008,34344.8381,20204.0578,17390.8360,18214.5794,15962.2114,13740.2404,11291.9719,8833.3151,9512.4984,6802.5023,3837.8557,2696.2994,1429.9002,744.3501,405.0936,260.5434,6620.1578,25956.5117,37854.1349,43821.3992,35286.0602,23274.9654,22723.5669,24145.9889,16342.2369,14672.0140,13461.8482,8852.3966,10086.0216,7453.9619,4588.4642,3037.2373,1837.4428,1240.1426,749.3658,496.1085,280790.9981,302500.0258,583291.0239,65310.7669,332596.1113,21322.8037,92.8200,26.0500,19.6400,6.4100,11.2000,3.6600,897.3489
Nyamira,2022,6725.7625,26041.9114,38128.6152,44492.1257,35251.9288,20855.5463,17636.9387,18441.0017,16448.6862,14241.9146,11658.9540,9161.1117,9959.0506,7152.9843,4056.6020,2709.4710,1493.7346,748.6664,409.8471,265.8383,6693.5323,25932.3202,37616.1878,44249.5215,36159.4638,23983.3642,23153.6851,24613.3934,16883.4661,15170.7370,13846.7614,9165.1425,10547.9320,7857.3700,4875.1840,3123.0367,1867.1417,1250.5974,774.8870,514.2822,285880.6912,308278.0062,594158.6973,65393.5264,342189.4323,22089.2884,92.7300,25.5700,19.1100,6.4600,11.0100,3.7200,897.3489
Nyamira,2023,6803.4654,26183.7788,38056.7332,44717.4882,36311.6086,21614.4041,18025.5325,18629.7345,16955.6164,14766.0353,12047.3553,9479.2898,10371.2744,7531.4796,4305.6930,2752.5314,1599.8866,761.7980,394.8886,248.5418,6767.0291,26065.5220,37549.3402,44405.2098,37089.8805,24731.5901,23753.7755,25124.3906,17529.1328,15738.0815,14295.0127,9473.0095,10962.8985,8244.6417,5169.1285,3246.2528,1905.9495,1249.6814,770.1368,494.9458,291557.1358,314565.6092,606122.7450,65819.7954,352674.7440,22899.4343,92.6900,25.1600,18.6600,6.4900,10.8600,3.7800,897.3489
Nyamira,2024,6879.5740,26382.6373,38112.0708,44643.0294,37373.1177,22362.4733,18525.6523,18802.3644,17432.9189,15294.8903,12471.0615,9798.3659,10779.4241,7918.9670,4565.2144,2801.7173,1720.6243,785.3352,382.3110,234.4466,6843.2017,26254.7812,37605.9776,44287.1959,38029.6665,25449.2904,24449.1115,25607.9642,18174.6126,16323.5460,14783.7779,9780.5398,11373.3180,8636.4553,5471.8068,3387.5491,1965.4483,1251.5620,765.5428,481.0527,297266.1957,320922.4004,618188.5961,66360.1942,363367.5177,23812.6105,92.6300,24.8200,18.2600,6.5500,10.7300,3.8500,897.3489
Nyamira,2025,6981.7309,26683.9480,38176.3304,44435.7816,38345.9123,23114.9888,19106.1054,18985.1246,17866.5380,15839.3613,12926.0655,10112.3324,11180.4674,8300.0859,4821.2789,2846.1947,1844.8953,815.9486,369.7864,217.6003,6946.4025,26552.1763,37672.3671,44045.6443,38883.9889,26148.1790,25207.5096,26115.6130,18817.3448,16962.2554,15316.0707,10085.5578,11778.5396,9020.6655,5767.7871,3527.5377,2036.0275,1254.5595,756.6336,462.3068,302970.4766,327357.1666,630327.6432,67164.2577,374112.7057,24720.5566,92.5500,24.5600,17.9500,6.6100,10.6600,3.9200,897.3489
Nyandarua,2021,7436.0665,29134.0684,37435.3296,40618.5316,38789.2531,25122.0000,19091.6767,20006.8469,20173.0247,17144.2660,15692.6737,14110.8940,10727.1120,6258.1769,4067.6659,3050.2999,1849.5512,997.0860,503.5100,297.3956,7235.4982,28369.1577,36383.2621,39036.5006,37080.7291,23652.9311,19430.8004,20753.3609,21989.8848,18673.9657,17696.3647,15994.5176,11627.5069,6767.8607,4782.2084,3688.5292,3308.0237,1965.6522,764.1967,390.6569,312505.4287,319591.6078,632097.0364,72174.7909,380783.8461,25664.7755,97.7800,25.6900,18.9500,6.7400,11.4200,4.0600,3267.1344
Nyandarua,2022,7505.5328,29061.1555,37156.7122,41013.6291,39769.7086,25903.8155,19340.7304,20233.3974,20765.1370,17750.9686,16185.0294,14618.7105,11218.1570,6573.2047,4294.6378,3061.6265,1929.8381,1001.7131,508.8610,303.1351,7307.5183,28311.0465,36114.0913,39373.9358,37956.4374,24345.9342,19776.6589,21131.8194,22693.3690,19287.3842,18182.1571,16541.3716,12146.2552,7125.9663,5075.1534,3788.3987,3357.7524,1980.0042,789.3289,404.5229,318195.7002,325689.1056,643884.8058,72185.2531,391546.2122,26494.9721,97.7000,25.2000,18.4400,6.7700,11.2100,4.1100,3267.1344
Nyandarua,2023,7582.5473,29182.1494,37039.1505,41168.9008,40913.4254,26812.5904,19741.9502,20414.6430,21378.0950,18381.1290,16703.1576,15107.5061,11667.5768,6912.1219,4552.4761,3106.1944,2064.2410,1017.9579,489.6744,283.0780,7378.3268,28420.1436,36003.8567,39462.2359,38883.7583,25073.6198,20263.3274,21543.1806,23531.5835,19983.2119,18746.8602,17075.4302,12607.8298,7467.4722,5374.1155,3932.7712,3423.1949,1976.0337,783.4835,388.8243,324518.5650,332319.2601,656837.8250,72563.1671,403208.4693,27392.0449,97.6500,24.7900,18.0000,6.7900,11.0500,4.1700,3267.1344
Nyandarua,2024,7656.7529,29363.0591,37041.5260,41043.6908,42051.8106,27702.6710,20261.8989,20575.5259,21949.7727,19013.4965,17266.9778,15594.7987,12109.9589,7257.6243,4820.1450,3157.2134,2216.8492,1047.9374,473.4343,266.6816,7451.0554,28586.8865,36008.2613,39303.1862,39814.2757,25765.7115,20827.5838,21927.6173,24364.7642,20697.9890,19361.0929,17605.6262,13061.5855,7811.3606,5680.7573,4098.2136,3525.2148,1976.2799,777.7286,377.3963,330871.8249,339022.5866,669894.4114,73057.7539,415022.1420,28417.8512,97.6000,24.4500,17.6000,6.8500,10.9100,4.2400,3267.1344
Nyandarua,2025,7759.2877,29655.7453,37050.5744,40794.7511,43085.1303,28594.3066,20867.0797,20745.9602,22463.7895,19662.4964,17871.6056,16071.8091,12542.5166,7595.9502,5083.1703,3202.6373,2373.4585,1087.2101,457.2806,247.1877,7552.5638,28869.1881,36020.0705,39033.0626,40650.7759,26435.4912,21442.7924,22330.4107,25190.6651,21477.0837,20029.5013,18128.9045,13507.4264,8147.0068,5979.2902,4261.4049,3646.6171,1978.1873,767.5748,362.1790,337211.9473,345810.1965,683022.1438,73836.7849,426840.7023,29446.1979,97.5100,24.2000,17.3000,6.9000,10.8100,4.3100,3267.1344
Nyeri,2021,7786.0587,30505.3167,37226.8708,37383.7083,37433.4478,30591.3915,24460.8768,26740.6953,27843.9449,24052.6347,22051.0024,20458.0558,15813.6057,9334.0815,6571.0676,5461.6760,3008.7788,1540.7642,804.6399,473.0381,7537.1723,29551.9694,36654.6206,36503.1345,36376.3622,28609.8719,24310.3097,26181.7082,29044.8592,24766.1792,23001.4747,22787.2092,16686.4464,10415.6337,7631.7606,6213.8107,5067.0086,3394.5065,1656.8340,910.8377,369541.6556,377301.7096,746843.3652,75380.5172,480959.7910,42734.7227,97.9400,24.5600,15.6700,8.8900,10.0900,5.7200,3332.7175
Nyeri,2022,7844.2441,30372.6321,36880.4606,37676.0439,38306.8483,31485.1381,24735.0436,26994.0162,28608.5775,24857.5746,22700.2162,21154.4405,16506.1916,9785.0962,6924.1485,5471.1633,3133.1924,1544.8077,811.5243,481.1649,7598.0578,29436.6652,36315.3480,36749.2392,37165.2890,29393.7284,24698.0074,26610.0504,29918.5146,25531.9154,23588.1996,23521.4988,17397.3801,10945.3831,8083.2256,6369.2699,5132.8802,3412.3710,1707.7994,941.1988,376272.5247,384516.0220,760788.5466,75251.5993,493903.1097,44012.7461,97.8600,24.1500,15.2400,8.9100,9.8900,5.7900,3332.7175
Nyeri,2023,7910.4140,30443.9749,36697.0297,37749.7737,39336.3699,32530.4881,25202.7739,27186.8514,29400.2246,25693.6373,23384.4691,21822.1773,17136.2425,10270.7189,7326.2219,5540.4560,3345.1349,1566.8903,779.4292,448.4588,7657.7953,29496.6119,36138.8551,36764.5035,38003.6115,30217.0512,25260.2272,27079.0143,30967.6653,26405.1339,24276.5078,24236.5597,18025.3437,11448.6601,8543.3302,6599.5038,5223.0432,3399.0489,1691.8804,902.9011,383771.7364,392337.2482,776108.9847,75508.7961,507883.7277,45366.2987,97.8200,23.8000,14.8700,8.9300,9.7300,5.8500,3332.7175
Nyeri,2024,7972.4685,30573.8031,36628.4994,37562.0156,40352.1677,33545.3558,25817.0271,27348.6692,30128.7932,26526.6215,24127.2261,22482.6563,17751.5613,10763.0183,7741.6424,5620.2692,3585.2797,1609.7857,752.0416,421.6120,7718.3847,29612.5281,36073.5564,36545.3041,38837.3072,30990.8061,25913.8793,27509.2266,32002.6396,27296.9452,25023.3547,24940.5523,18637.5962,11952.2531,9012.7775,6863.2974,5367.8914,3392.5846,1676.0026,874.5363,391310.5136,400241.4232,791551.9368,75877.1844,521947.6565,46917.7203,97.7700,23.5300,14.5400,8.9900,9.5900,5.9300,3332.7175
Nyeri,2025,8063.6532,30819.0203,36566.7606,37261.9944,41263.4163,34557.6006,26536.7017,27522.1051,30775.2374,27379.4076,24923.9701,23125.8121,18350.1799,11242.8578,8148.0841,5689.9035,3830.9765,1666.7844,724.9192,389.9999,7808.4353,29847.2399,36015.8096,36223.8246,39576.0387,31734.1480,26627.7449,27960.3783,33023.8536,28269.8813,25837.2369,25632.1220,19236.3498,12441.4123,9467.6544,7122.3938,5541.7102,3389.0575,1650.7658,837.5466,398839.3847,408243.6034,807082.9881,76538.3486,536016.4546,48459.7958,97.7000,23.3200,14.2800,9.0400,9.4800,6.0000,3332.7175
Samburu,2021,6193.0899,24264.1568,30698.8718,27732.7254,22930.0931,16981.1290,12861.3688,9843.3163,6700.6394,6214.0093,4873.4488,3408.7779,2485.8382,2268.6518,1129.7481,1081.5870,610.1609,300.2731,173.9790,120.9470,6094.6267,23895.9926,29944.9169,26156.7874,19594.9271,16713.6773,12774.7444,9978.0617,6889.2125,5578.3119,5212.5032,3770.1214,2521.4286,2597.5842,1478.8199,1217.9919,696.4573,422.8285,284.4084,222.4079,180872.8116,176045.8097,356918.6213,60447.8659,174197.8450,7739.6090,102.7400,39.1400,34.7000,4.4400,16.9400,2.1700,20960.1930
Samburu,2022,6279.9575,24315.7759,30612.2737,28132.8740,23619.5518,17590.8008,13089.5302,10000.8272,6929.1270,6463.5887,5049.4890,3547.8594,2611.6968,2393.9396,1198.3716,1090.7203,639.6770,303.0920,176.6464,123.8507,6183.8341,23957.6257,29861.6314,26505.1299,20150.3127,17282.5068,13061.9808,10206.7840,7142.3462,5788.2375,5380.2979,3917.2458,2646.1861,2747.7155,1576.7012,1256.8043,710.2350,427.8913,295.1062,231.3536,184169.6496,179329.9261,363499.5758,60737.1932,179620.0239,8030.4496,102.7000,38.2900,33.8100,4.4700,16.7100,2.2100,20960.1930
Samburu,2023,6371.1463,24519.9615,30644.4695,28358.7528,24401.9255,18284.7617,13417.4706,10132.8766,7163.5829,6721.1126,5232.9303,3681.9481,2727.7793,2528.0023,1275.7131,1111.3223,687.1840,309.3315,170.7043,116.1352,6270.0572,24151.2614,29896.2183,26676.2732,20729.1671,17873.5675,13439.4833,10449.0037,7437.1650,6022.2883,5570.6346,4060.8655,2758.3497,2891.5068,1676.6092,1310.2063,727.1473,428.8288,294.1381,223.2947,187857.1105,182886.0660,370743.1764,61312.4264,185524.4214,8330.6147,102.7200,37.5400,33.0500,4.4900,16.5400,2.2500,20960.1930
Samburu,2024,6459.6376,24772.2132,30771.3720,28387.7232,25183.5634,18968.6326,13826.9404,10254.1857,7384.9149,6980.4535,5431.3823,3816.1679,2842.7172,2665.1795,1356.2479,1134.2231,741.0586,319.7571,165.7099,109.8470,6357.5668,24391.5869,30021.5834,26676.4245,21311.0636,18441.0485,13869.5170,10678.3597,7731.5998,6262.9838,5776.3774,4204.0672,2869.2679,3036.9287,1779.4676,1370.8653,751.8704,430.6170,293.1458,217.5920,191571.9271,186471.9331,378043.8603,61981.0045,191535.3510,8670.4017,102.7300,36.8900,32.3600,4.5300,16.4000,2.2900,20960.1930
Samburu,2025,6571.1666,25114.7900,30896.9672,28323.7579,25901.8043,19654.1891,14294.5727,10378.6573,7586.6632,7246.2082,5642.8998,3947.9502,2955.5263,2800.1082,1435.7620,1154.9962,796.5159,333.0310,160.6700,102.2009,6468.7974,24726.5554,30146.4547,26594.0835,21841.6150,18992.3339,14333.5058,10915.8063,8024.0970,6523.5103,5998.4970,4345.6618,2978.5868,3179.4944,1880.1239,1430.8862,780.7389,432.6700,290.4030,209.6002,195298.4369,190093.4216,385391.8585,62881.3095,197541.6875,9007.5983,102.7400,36.3900,31.8300,4.5600,16.3200,2.3400,20960.1930
Siaya,2021,13881.0137,54384.9901,73901.5183,78941.6403,63999.8207,40751.1071,31532.4718,31913.0310,28045.3935,21889.8569,15927.8453,13592.5805,11345.2169,9207.5765,6781.0147,5027.8852,2791.2247,1496.2342,794.7793,468.8559,13779.5395,54027.2274,74156.6307,79240.3947,65208.7148,45501.7455,38014.2708,36006.2705,27788.3358,23267.7464,18979.5840,19289.2835,16949.7701,14437.7059,10774.7555,7338.0734,5238.7022,3379.6888,1637.0798,871.4069,506674.0564,555886.9262,1062560.9826,136072.7706,573648.3273,46599.7007,91.1500,31.8400,23.7200,8.1200,12.8100,4.3900,3497.3402
Siaya,2022,14037.9888,54354.5902,73493.7137,79863.6466,65744.4448,42101.8363,32006.9014,32338.2264,28925.8323,22709.0182,16459.5810,14109.1269,11887.6091,9689.8813,7173.2827,5056.3760,2918.0605,1506.0690,804.7449,478.7941,13943.7975,54021.5553,73750.8797,80079.9703,66878.1145,46926.4242,38766.9767,36734.8398,28733.2156,24078.8559,19538.2424,19987.3419,17740.3963,15231.1591,11456.8530,7551.2637,5327.6476,3410.9063,1694.1800,904.0721,515659.7241,566756.6919,1082416.4160,136357.9318,590588.0241,48282.2498,90.9800,31.2600,23.0900,8.1800,12.6000,4.4600,3497.3402
Siaya,2023,14209.6835,54687.3077,73403.4531,80321.2911,67766.2024,43664.3545,32735.2856,32692.2750,29838.5841,23561.3784,17019.6616,14609.3327,12387.9843,10209.4097,7618.7611,5140.0083,3127.3911,1533.4529,775.8794,447.9567,14106.3466,54335.4057,73668.6499,80414.9508,68644.9831,48423.5248,39799.1509,37523.4077,29852.8135,24996.2942,20184.1774,20672.7674,18450.5642,15992.2523,12155.2742,7854.2042,5441.9563,3410.6414,1684.8888,870.6633,525749.6533,578482.9165,1104232.5699,137338.7434,609024.4038,50061.0778,90.8800,30.7700,22.5500,8.2200,12.4400,4.5300,3497.3402
Siaya,2024,14376.9054,55134.3255,73551.6567,80233.1159,69787.5596,45202.8626,33664.1079,33015.3619,30697.5161,24420.1692,17628.7677,15110.1951,12882.9848,10740.8493,8082.5536,5234.7214,3365.2106,1581.6881,751.5887,422.8104,14273.3390,54761.4132,73821.7583,80246.8609,70424.9604,49858.0563,40988.5093,38268.4585,30970.7285,25941.3527,20886.2788,21356.4106,19152.2578,16761.6149,12873.9396,8200.5529,5615.0168,3417.6986,1675.7716,846.7124,535884.9505,590341.6910,1126226.6415,138545.9831,627759.0021,52068.2645,90.7800,30.3600,22.0700,8.2900,12.3000,4.6200,3497.3402
Siaya,2025,14597.9857,55793.0267,73713.3807,79901.8944,71641.8177,46749.5200,34738.1024,33354.7187,31478.7163,25303.5728,18281.9407,15603.0223,13369.4674,11263.7443,8540.3535,5320.5010,3610.0446,1644.1639,727.3426,392.6502,14496.1342,55410.5374,73990.3010,79850.4465,72044.8983,51254.5486,42282.7200,39048.2316,32083.6759,26970.8297,21649.6769,22034.3458,19845.0960,17516.2755,13576.9888,8543.7238,5819.6774,3427.6552,1657.1158,814.1487,546025.9659,602317.0274,1148342.9933,140297.6840,646514.9211,54074.3657,90.6500,30.0600,21.7000,8.3600,12.2200,4.7100,3497.3402
TaitaTaveta,2021,4438.6874,17388.7381,20249.1009,20936.7347,19250.4609,16398.4302,14549.7351,14184.5232,13479.0578,11039.6563,9563.4906,8011.5491,5985.9886,4344.4739,2897.2339,1815.0593,1036.0982,529.1065,245.7866,135.4292,4391.7401,17217.6291,20062.3638,20789.4005,18941.9259,15205.3653,13298.9493,12067.1487,11705.4039,9594.1465,8765.8443,7306.9021,6179.1054,4587.9786,3161.6436,2085.3012,1405.3025,979.2282,570.8405,393.3769,186479.3403,178709.5965,365188.9368,43436.7947,224460.1356,15254.4066,104.3500,26.1500,19.3500,6.8000,11.8900,4.1800,17167.9288
TaitaTaveta,2022,4479.5026,17343.3544,20096.3321,21136.0879,19732.6045,16904.9418,14738.0086,14343.3997,13872.1225,11427.7652,9861.2415,8297.8978,6258.1691,4561.2483,3057.1541,1820.9974,1080.6169,531.3985,248.3013,137.9807,4434.8097,17180.4792,19911.8777,20964.8946,19385.2328,15648.4055,13534.4475,12285.6042,12077.2762,9906.8275,9004.2511,7554.4305,6451.9884,4827.9513,3353.3621,2140.7623,1425.9666,985.9930,589.3128,407.1391,189929.1250,182071.0120,372000.1370,43438.1459,230673.8139,15778.9850,104.3200,25.6700,18.8300,6.8400,11.6800,4.2400,17167.9288
TaitaTaveta,2023,4524.3428,17411.5206,20028.5877,21210.2730,20293.4225,17492.3594,15040.3619,14468.6702,14277.6381,11829.7795,10173.6460,8572.6262,6506.6513,4794.2010,3238.7067,1846.5386,1155.2260,539.8060,238.8796,128.8069,4476.6798,17242.6952,19846.9305,21006.1480,19852.6768,16111.8624,13864.5297,12521.7345,12519.4446,10260.7039,9280.7510,7795.4705,6694.1449,5056.2615,3548.6361,2221.1016,1453.2068,983.6412,584.7193,391.2016,193772.0442,185712.5399,379484.5841,43655.2385,237406.9360,16330.4704,104.3400,25.2700,18.3900,6.8800,11.5000,4.3000,17167.9288
TaitaTaveta,2024,4567.1076,17513.8634,20023.8433,21138.7727,20849.4668,18065.8354,15431.6247,14578.2430,14654.2599,12232.0457,10512.7647,8845.5795,6750.5554,5031.2235,3426.8238,1875.7504,1239.7865,555.4233,230.8821,121.2948,4519.3152,17338.3391,19843.3345,20914.5315,20319.6925,16550.9081,14246.3242,12741.0488,12957.6668,10623.2147,9580.7271,8033.9667,6931.5504,5285.6234,3748.4177,2313.0685,1495.7174,983.3338,580.1563,379.5367,197645.1466,189386.4731,387031.6198,43938.6252,244222.3213,16950.1913,104.3600,24.9300,17.9900,6.9400,11.3500,4.3800,17167.9288
TaitaTaveta,2025,4626.2904,17681.1047,20020.9116,21002.1736,21351.3025,18638.4683,15885.9868,14693.3135,14990.9900,12643.7198,10875.5874,9111.7866,6988.3436,5262.8225,3611.2592,1901.5169,1326.3696,575.8995,222.9205,112.3787,4578.9348,17502.3204,19842.0270,20762.4165,20736.6580,16973.8778,14661.2907,12969.7776,13390.6465,11017.5249,9906.4057,8268.5703,7164.2087,5508.9490,3942.3499,2403.5583,1546.2102,983.8215,572.2954,364.0615,201523.1458,193095.9046,394619.0504,44388.6504,251040.2303,17562.6411,104.3600,24.6800,17.6800,7.0000,11.2500,4.4500,17167.9288
TanaRiver,2021,11946.7285,46806.5749,58097.9029,50628.9349,37852.0642,29949.5225,22690.7095,18435.0935,15699.4811,13099.4403,10135.6747,8690.4601,6197.0027,5212.5863,2576.8847,1997.1930,1042.4020,533.9084,352.0673,259.8087,11173.9059,43810.9790,53715.0938,46976.5373,35631.8614,29446.1197,24391.4240,18544.5891,15485.7061,11878.5151,9670.1604,7977.6351,5505.2878,4987.8541,2738.0869,2044.8490,1005.0578,597.2387,491.8070,472.0608,342204.4405,326544.7688,668749.2092,113738.1882,331481.1876,14111.3644,104.8000,38.5700,34.3100,4.2600,17.0100,2.1100,39218.6916
TanaRiver,2022,12115.3797,46910.3160,57938.7257,51363.8304,38992.6838,31027.9749,23095.5031,18732.1963,16237.0441,13627.5042,10503.0446,9045.9208,6511.3558,5500.9713,2733.5448,2014.1775,1092.8306,538.9349,357.5108,266.0833,11338.5025,43928.0318,53570.2383,47606.8261,36646.1085,30452.2771,24943.4568,18972.1830,16057.1151,12326.9466,9982.4012,8289.4346,5778.1328,5276.7481,2919.5112,2110.1925,1024.9969,604.4514,510.4146,491.1620,348605.5325,332829.1311,681434.6636,114292.2300,341999.0027,14663.8105,104.7400,37.7100,33.4200,4.2900,16.7700,2.1500,39218.6916
TanaRiver,2023,12297.1612,47326.7810,58026.5966,51800.1904,40301.7511,32267.8179,23685.7728,18989.1369,16795.2989,14177.8837,10889.9156,9392.1603,6803.9507,5811.7264,2911.2052,2053.1238,1174.4303,550.2424,345.6497,249.6447,11502.2710,44304.9198,53658.1364,47937.8778,37718.0127,31510.5670,25678.4411,19432.7370,16729.0330,12831.8504,10340.4201,8597.1845,6025.8644,5555.7264,3105.8968,2200.9210,1049.8652,606.0671,509.0462,474.3465,355850.4396,339769.1844,695619.6240,115431.1330,353535.2508,15230.4389,104.7300,36.9600,32.6500,4.3100,16.5900,2.1900,39218.6916
TanaRiver,2024,12473.9805,47836.7559,58294.8259,51878.2863,41611.8591,33491.6418,24420.7503,19226.3379,17323.3541,14732.9485,11308.4562,9739.2782,7093.8967,6129.9767,3096.2727,2096.3872,1266.9800,569.0169,335.7285,236.2706,11668.5538,44767.8404,53909.4739,47962.0994,38796.8631,32528.4892,26514.8572,19869.9354,17400.9679,13351.6436,10727.3059,8904.3473,6270.9321,5838.0427,3297.8220,2303.9309,1086.0318,608.8874,507.6542,462.5513,363163.0038,346778.2294,709941.2332,116747.1305,365281.8837,15867.5335,104.7200,36.3000,31.9600,4.3400,16.4400,2.2400,39218.6916
